id,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,300701,森霸股份,0.6,20.0,2.39,26.08,0.55,3610.75,21.09,,08-31
1,002899,英派斯,0.85,,4.02,23.78,1.43,7617.74,2.5,,08-28
2,603321,梅轮电梯,0.49,28.95,1.82,34.93,0.54,11210.47,26.78,,08-28
3,603648,畅联股份,0.47,4.44,2.66,20.0,0.55,11913.81,13.16,,08-24
4,300700,岱勒新材,0.49,-12.5,3.17,16.9,0.34,3056.1,-9.2,,08-22
5,603386,广东骏亚,0.41,,,35.82,0.3,6215.25,43.38,,08-22
6,002897,意华股份,1.06,29.27,5.7,19.63,2.09,8474.07,29.64,,08-21
7,603277,银都股份,0.5,38.89,,40.64,1.94,16796.8,38.89,10送32.94转1.7,08-21
8,603882,金域医学,0.38,,2.39,23.28,0.57,13143.08,320.5,,08-21
9,002898,赛隆药业,0.55,109.72,1.78,36.79,0.42,6331.79,124.6,,08-21
10,002896,中大力德,0.54,,3.77,12.43,0.99,3052.44,-13.77,,08-16
11,603527,众源新材,0.67,63.41,,22.21,1.03,6143.93,65.31,10派1.9,08-16
12,300697,电工合金,0.45,,2.46,20.13,1.22,5334.64,-4.68,,08-16
13,603500,祥和实业,0.99,,3.09,40.95,0.11,8928.49,80.7,,08-15
14,603183,建研院,0.68,7.94,4.15,18.12,0.54,4161.0,10.4,,08-15
15,300699,光威复材,0.64,255.56,4.39,15.68,0.74,17639.32,245.73,,08-15
16,300698,万马科技,0.34,580.0,1.46,27.31,1.03,3376.67,570.35,,08-14
17,300696,爱乐达,1.02,47.83,4.47,26.93,1.63,5039.48,48.86,,08-09
18,603079,圣达生物,1.45,98.63,,23.55,2.47,8670.29,98.02,,08-09
19,603127,昭衍新药,0.8,0.0,3.39,26.82,1.73,4917.39,0.36,,08-07
20,300695,兆丰股份,2.25,12.5,8.34,28.06,2.82,11271.73,12.59,,08-07
21,002895,川恒股份,0.33,,,9.18,0.43,11734.08,126.32,,08-07
22,002893,华通热力,0.55,10.0,3.05,18.93,1.85,4957.9,10.85,,08-07
23,002891,中宠股份,0.74,516.67,,24.66,0.42,5568.56,514.44,,07-31
24,603976,正川股份,0.75,-11.76,5.69,13.48,0.18,6069.9,-11.92,,07-31
25,603557,起步股份,0.39,,,25.15,0.04,15062.78,43.2,,07-31
26,603181,皇马科技,0.75,-61.73,3.65,12.03,0.66,6470.49,-19.57,,07-31
27,300693,盛弘股份,0.73,,2.7,32.95,-0.3,4300.53,37.69,,07-31
28,603129,春风动力,0.71,-37.72,3.07,55.84,1.2,5928.5,-34.78,,07-31
29,300692,中环环保,0.5,,5.01,11.05,-0.86,3281.82,3.05,,07-31
30,601949,中国出版,0.45,36.36,2.63,18.62,0.23,65659.67,37.73,,07-31
31,002892,科力尔,0.9,20.0,2.83,34.25,1.19,5969.39,20.86,,07-31
32,300689,澄天伟业,0.54,5.88,4.35,13.24,0.88,2753.18,6.12,,07-27
33,300688,创业黑马,0.11,-21.43,2.64,11.88,1.09,532.92,-25.55,,07-27
34,300690,双一科技,1.97,66.95,6.25,36.56,1.1,10233.56,67.06,,07-26
35,603602,纵横通信,0.81,1.25,4.52,17.94,1.47,4852.89,1.1,,07-25
36,300691,联合光电,0.74,25.42,4.89,18.3,0.29,4451.93,28.33,,07-25
37,603359,东珠景观,0.93,16.25,6.09,17.54,1.64,15124.01,20.14,,07-24
38,603978,深圳新星,1.37,-18.45,8.83,16.83,1.42,8224.95,-18.32,,07-24
39,603721,中广天择,0.51,6.25,3.9,13.92,0.74,3809.5,5.97,,07-24
40,300687,赛意信息,0.72,,3.06,36.18,0.09,4309.65,66.03,,07-21
41,300685,艾德生物,0.35,,4.13,10.55,0.32,2108.52,10.17,,07-20
42,002890,弘宇股份,1.2,122.22,5.26,24.45,1.0,5999.83,122.72,,07-20
43,603458,勘设股份,1.15,-29.01,7.38,16.56,0.5,10663.14,-29.29,,07-20
44,603535,嘉诚国际,0.64,3.23,,12.31,1.3,7216.39,3.24,,07-19
45,603860,中公高科,0.94,-4.08,5.09,19.66,1.13,4709.91,-4.05,,07-19
46,300683,海特生物,1.09,-31.45,7.69,14.91,2.06,8334.65,-24.17,,07-19
47,603880,南卫股份,0.68,-4.23,2.94,21.8,1.21,5124.27,-4.0,,07-18
48,300686,智动力,0.51,-19.05,2.97,18.71,0.2,4762.52,-19.77,,07-17
49,603725,天安新材,0.48,128.57,3.2,16.33,0.55,5283.32,146.77,,07-14
50,603825,华扬联众,0.65,-14.47,5.11,15.41,-1.98,7792.3,-14.64,,07-13
51,603357,设计总院,0.58,3.57,2.56,24.1,0.48,14016.67,12.21,,07-12
52,300682,朗新科技,0.2,-44.44,1.98,9.35,0.07,7171.37,-43.45,,07-12
53,300681,英搏尔,1.69,,3.56,90.96,0.11,9228.41,221.82,,07-12
54,603233,大参林,1.23,25.51,2.84,51.71,1.3,39543.41,48.94,,07-11
55,300680,隆盛科技,0.54,68.75,3.51,16.22,0.02,2771.43,93.29,,07-11
56,300679,电连技术,2.55,1.59,7.96,37.34,1.92,22593.99,8.97,,07-11
57,002889,东方嘉盛,0.8,-13.98,,12.13,0.2,8182.7,-12.45,,07-10
58,603063,禾望电气,0.92,35.29,3.23,33.42,0.07,33248.75,35.92,,07-10
59,601326,秦港股份,0.27,-30.77,,11.18,0.46,134449.04,-32.1,,07-04
60,300678,中科信息,0.54,0.6,4.06,14.19,0.1,4057.65,0.6,,07-04
61,603676,卫信康,0.62,,1.12,32.93,0.32,11293.47,5.81,,07-03
62,601619,嘉泽新能,0.04,-5.31,,3.93,0.23,5201.94,3.09,,07-03
63,300677,英科医疗,1.0,,5.69,24.69,1.05,6422.0,101.61,,07-03
64,002888,惠威科技,0.54,-3.57,3.51,16.52,0.98,3340.59,-2.01,,07-03
65,603612,索通发展,0.55,-38.2,7.48,7.55,1.62,9964.63,-37.95,,06-28
66,603707,健友股份,0.24,71.43,3.04,8.24,0.38,8755.35,73.41,,06-28
67,002884,凌霄泵业,1.96,-1.01,9.92,21.18,2.92,11386.33,-1.06,,06-27
68,300676,华大基因,0.77,600.0,8.6,9.2,0.91,26209.99,832.05,,06-27
69,002887,绿茵生态,1.96,39.01,9.1,24.89,1.94,11735.61,56.57,,06-27
70,300675,建科院,0.21,3.92,2.38,9.2,-0.09,2333.1,3.94,,06-26
71,603387,基蛋生物,1.06,39.47,2.71,49.9,1.23,10506.68,39.84,,06-26
72,603595,东尼电子,0.75,,2.51,40.52,0.68,5658.66,32.64,,06-22
73,603757,大元泵业,1.03,,,30.88,1.36,6474.85,26.73,,06-20
74,300672,国科微,0.55,,7.75,12.6,-0.88,4150.1,4.15,,06-20
75,603730,岱美股份,0.88,41.94,6.97,29.34,2.0,31725.68,39.23,,06-19
76,603305,旭升股份,0.22,,,31.98,0.55,8049.96,134.87,,06-19
77,603933,睿能科技,0.63,3.35,3.88,17.74,0.35,4843.71,6.1,,06-15
78,603331,百达精工,0.37,-21.28,3.14,12.67,0.81,3566.93,-15.38,,06-15
79,300671,富满电子,0.36,,3.03,12.85,0.06,2770.51,8.42,,06-14
80,300670,大烨智能,0.69,17.54,,32.99,0.43,5014.62,32.01,,06-14
81,002885,京泉华,0.77,97.44,4.88,17.08,0.34,4648.06,100.25,,06-13
82,603801,志邦股份,1.1,13.94,,28.25,1.34,13238.23,24.3,,06-12
83,603617,君禾股份,0.48,9.09,2.43,19.96,0.97,3378.84,11.08,,06-12
84,002886,沃特股份,1.12,59.93,,26.06,0.33,6323.02,81.09,,06-12
85,300669,沪宁股份,0.38,,2.82,19.11,0.55,2397.92,-19.38,,06-09
86,603938,三孚股份,0.74,-8.64,4.56,17.84,0.05,8365.06,-8.34,,06-08
87,603043,广州酒家,0.66,3.13,2.41,30.46,0.77,23463.29,4.27,,06-07
88,002883,中设股份,0.6,,3.18,23.64,-0.15,2412.75,-17.57,,06-06
89,300667,必创科技,0.48,26.32,2.54,20.69,0.04,2425.46,26.64,,06-05
90,002882,金龙羽,0.28,23.0,,14.68,0.07,9556.48,23.01,,06-02
91,300668,杰恩设计,1.07,,2.83,47.27,1.03,3309.48,29.75,,06-02
92,603335,迪生力,0.2,25.0,,14.11,0.32,3782.45,22.26,,06-01
93,603380,易德龙,0.55,-9.84,,45.67,0.49,6526.77,-4.82,,06-01
94,603679,华体科技,0.57,19.63,2.99,20.73,0.6,4255.87,19.65,,05-31
95,002881,美格智能,0.4,17.65,2.27,19.75,0.02,3184.83,29.33,,05-31
96,300665,飞鹿股份,0.63,-1.56,3.83,17.79,-0.13,3227.18,-1.57,,05-25
97,603980,吉华集团,1.67,-20.31,4.9,40.97,1.64,66836.58,-20.34,,05-24
98,603226,菲林格尔,1.03,60.94,,27.05,1.88,6722.81,61.18,,05-24
99,300666,江丰电子,0.15,25.0,1.43,10.71,0.22,2384.48,24.94,,05-23
100,603879,永悦科技,0.39,-7.14,2.21,19.25,0.59,4170.34,-3.95,,05-23
101,002880,卫光生物,1.54,24.19,4.86,35.92,1.85,12485.51,24.18,,05-22
102,002879,长缆科技,1.06,24.71,5.96,19.46,0.62,10938.0,25.44,,05-22
103,603536,惠发股份,0.47,-30.88,4.17,11.87,1.28,4258.19,-30.02,,05-22
104,300661,圣邦股份,1.56,17.46,4.89,35.37,1.68,7035.84,17.46,,05-18
105,002878,元隆雅图,0.74,15.63,,22.42,0.29,4165.95,15.14,,05-17
106,300663,科蓝软件,0.36,-7.69,3.96,9.45,-1.03,3527.89,2.4,,05-17
107,300662,科锐国际,0.49,32.43,1.86,30.01,0.26,6583.17,30.29,,05-17
108,603496,恒为科技,0.68,48.78,,26.27,0.17,5132.81,58.71,,05-16
109,603200,上海洗霸,0.77,-12.67,,14.54,0.25,4232.53,-12.67,,05-16
110,603286,日盈电子,0.45,-37.5,3.28,13.11,0.6,2973.7,-37.35,,05-15
111,002877,智能自控,0.47,-20.34,3.09,16.12,0.08,4269.16,-20.76,,05-15
112,002876,三利谱,1.35,16.38,6.29,23.75,0.72,8071.01,15.81,,05-12
113,300660,江苏雷利,1.75,-11.62,,27.99,2.7,13248.36,-11.58,,05-11
114,603042,华脉科技,0.47,31.16,3.68,13.49,0.69,4748.53,42.83,,05-11
115,002875,安奈儿,0.95,-9.52,,27.54,0.76,7090.86,-10.21,,05-10
116,603326,我乐家居,0.47,,2.02,26.8,0.67,5645.33,50.84,,05-10
117,300658,延江股份,0.85,,2.34,41.0,1.01,6397.33,51.23,,05-09
118,300659,中孚信息,0.8,900.0,2.37,40.92,1.18,4902.83,963.96,,05-08
119,603196,日播时尚,0.42,-8.93,2.44,17.47,0.42,7511.9,-8.92,,05-08
120,603316,诚邦股份,0.21,-16.0,2.39,9.03,0.31,3146.8,-18.66,,05-08
121,300656,民德电子,1.07,56.64,2.67,59.56,0.91,4552.92,63.81,,05-05
122,002873,新天药业,0.81,26.82,4.38,20.21,0.79,4201.05,26.83,10派1.9,05-04
123,603855,华荣股份,0.52,-16.13,3.04,18.09,0.72,13032.58,-14.67,,05-03
124,300655,晶瑞股份,0.43,,3.93,11.48,0.26,2841.38,-29.71,,05-03
125,603197,保隆科技,0.77,63.47,5.65,14.71,1.16,6801.31,63.44,,05-02
126,603383,顶点软件,1.35,66.67,6.36,27.97,1.8,8388.09,73.02,,05-02
127,002872,天圣制药,1.21,7.08,9.94,12.93,1.34,19197.79,16.65,,05-02
128,300657,弘信电子,0.45,-60.18,5.55,8.26,0.27,3489.02,-60.45,,05-02
129,300653,正海生物,0.71,,2.99,33.8,0.76,4249.22,26.24,,04-28
130,002871,伟隆股份,0.78,-22.0,5.25,15.18,1.13,3986.28,-21.58,,04-27
131,603180,金牌厨柜,0.95,18.75,4.02,26.33,3.78,4733.76,18.26,,04-27
132,603776,永安行,1.3,17.12,6.01,24.21,2.91,9336.29,36.68,,04-27
133,603086,先达股份,1.65,-16.67,10.53,16.75,0.21,9874.11,-16.97,,04-26
134,603269,海鸥股份,0.5,2.04,5.78,8.87,0.21,3417.08,0.99,,04-25
135,300652,雷迪克,0.94,11.9,3.36,32.57,0.85,6203.04,12.39,,04-25
136,002870,香山股份,0.95,5.56,3.44,32.06,1.1,7891.48,5.78,,04-25
137,603758,秦安股份,0.66,10.0,,19.55,0.59,24688.19,17.63,,04-25
138,603488,展鹏科技,0.52,-1.89,2.36,23.83,0.5,8109.7,-1.81,,04-24
139,601952,苏垦农发,0.61,0.0,2.81,23.71,0.62,48759.78,-0.31,,04-24
140,300651,金陵体育,0.78,-17.16,5.48,15.25,1.01,4413.78,-9.67,,04-20
141,002869,金溢科技,1.58,125.71,3.93,45.14,3.73,13969.81,141.72,,04-20
142,300649,杭州园林,0.29,-40.82,3.3,8.97,0.15,1405.29,-40.05,,04-20
143,603985,恒润股份,0.97,54.25,5.93,17.63,1.38,5844.56,54.24,,04-20
144,300650,太龙照明,0.79,23.44,3.88,24.16,0.52,3570.17,24.5,,04-19
145,603113,金能科技,0.15,-40.0,3.16,4.91,0.83,9094.3,-38.64,,04-19
146,603896,寿仙谷,0.6,-9.09,3.51,18.38,0.81,6264.39,-9.54,,04-18
147,603728,鸣志电器,0.41,5.5,,16.52,0.56,9802.62,5.51,,04-18
148,603229,奥翔药业,0.56,24.44,,40.72,0.6,6086.51,183.08,,04-17
149,300643,万通智控,0.24,,,21.5,0.37,3482.4,-10.79,,04-13
150,300647,超频三,0.53,8.16,2.4,24.89,0.78,4773.45,7.46,,04-12
151,603505,金石资源,0.19,-5.0,,8.65,0.06,3463.56,-5.71,,04-12
152,603501,韦尔股份,0.31,10.71,,19.86,-0.32,11536.98,17.76,,04-12
153,300648,星云股份,0.6,46.34,3.45,20.91,0.38,2976.44,59.41,,04-11
154,603320,迪贝电气,0.35,-20.45,3.77,9.76,1.16,2630.29,-20.19,,04-11
155,002867,周大生,0.88,8.64,,26.49,1.18,35307.61,8.82,,04-10
156,300645,正元智慧,0.67,-16.25,5.92,12.08,0.07,3344.97,-7.56,,04-10
157,300642,透景生命,1.46,82.5,4.27,40.68,1.44,6577.86,82.7,,04-10
158,002868,绿康生化,0.87,148.57,2.66,35.25,1.41,7810.46,148.35,,04-10
159,300554,三超新材,0.86,13.4,4.85,19.43,0.69,3350.41,13.39,,04-07
160,603787,新日股份,0.36,28.57,,10.42,0.71,5515.48,29.54,,04-07
161,603767,中马传动,0.74,-48.97,,16.0,1.13,9961.57,-37.46,,04-07
162,603232,格尔软件,1.05,14.13,5.36,21.23,0.91,4790.39,13.59,,04-07
163,300514,友讯达,0.44,-34.02,2.61,18.31,-0.37,3229.81,-32.2,,04-06
164,603096,新经典,1.3,32.65,,26.12,2.24,13012.31,33.19,,04-06
165,002866,传艺科技,0.58,26.09,2.76,23.8,0.42,6066.5,42.67,,04-06
166,603920,世运电路,0.5,8.7,2.46,21.8,0.7,15693.01,9.07,,04-06
167,002865,钧达股份,0.51,-17.74,5.6,9.62,1.31,4608.49,-18.01,,04-05
168,300640,德艺文创,0.53,9.03,1.64,34.12,0.7,3187.67,9.02,,03-30
169,300604,长川科技,0.56,,3.19,18.63,0.02,2491.29,2.68,,03-30
170,603081,大丰实业,0.46,17.95,,23.91,0.37,16034.22,17.2,,03-28
171,603803,瑞斯康达,0.66,26.92,3.83,17.96,0.21,23976.88,28.3,,03-28
172,603926,铁流股份,1.05,-13.93,4.59,24.88,1.82,9407.65,-14.47,,03-27
173,603139,康惠制药,0.83,-1.19,,14.59,0.38,6220.52,-0.86,,03-27
174,002863,今飞凯达,0.35,0.0,3.1,11.84,1.56,5748.48,-1.19,,03-27
175,002862,实丰文化,0.71,29.09,4.25,18.31,0.94,4277.03,30.19,,03-27
176,300641,正丹股份,0.64,166.67,1.89,33.66,0.84,13800.68,164.56,,03-27
177,002861,瀛通通讯,1.46,-2.67,,29.51,1.69,13455.58,-2.25,,03-23
178,300638,广和通,0.58,38.1,1.87,33.7,0.77,3491.83,38.42,,03-23
179,603078,江化微,1.38,-5.95,7.35,20.45,1.92,6193.18,-5.92,,03-23
180,300637,扬帆新材,0.46,12.2,2.81,17.24,0.81,4175.4,13.12,,03-22
181,603050,科林电气,0.57,-22.97,5.67,10.42,0.82,5663.97,10.32,,03-22
182,300639,凯普生物,0.97,-4.9,6.13,17.22,0.72,6521.22,2.76,,03-22
183,603797,联泰环保,0.34,13.33,,8.92,0.95,5417.72,13.04,,03-21
184,603826,坤彩科技,0.37,21.28,1.5,27.85,0.39,10049.04,21.26,,03-21
185,601366,利群股份,0.49,0.0,3.61,14.55,1.08,33816.5,1.27,,03-21
186,002860,星帅尔,0.97,1.04,4.62,23.38,0.95,5838.79,8.26,,03-21
187,300636,同和药业,1.1,,4.11,32.53,1.32,6287.91,60.37,,03-17
188,300633,开立医疗,0.29,-21.62,1.57,21.24,0.16,10587.13,-19.64,,03-16
189,300632,光莆股份,0.36,43.95,2.79,13.83,0.69,3111.47,43.95,,03-16
190,603538,美诺华,0.86,6.17,,13.43,1.48,7702.02,5.9,,03-16
191,603906,龙蟠科技,0.37,-33.93,3.57,10.94,-0.02,5774.34,-30.85,,03-14
192,002858,力盛赛车,0.52,-13.33,4.11,13.46,0.44,2470.95,-12.58,,03-13
193,603586,金麒麟,1.03,14.44,5.31,21.11,2.17,16141.78,13.76,,03-13
194,603385,惠达卫浴,0.38,-39.68,,4.37,1.08,8081.62,-40.26,,03-13
195,300635,达安股份,0.82,3.8,4.62,20.83,0.61,5093.88,7.31,,03-13
196,002859,洁美科技,1.13,52.7,,22.8,1.41,8929.99,60.7,,03-13
197,603041,美思德,0.9,-1.1,,20.74,1.1,6734.04,-1.72,,03-10
198,603303,得邦照明,1.9,12.54,,39.97,1.48,34119.18,12.54,,03-10
199,300631,久吾高科,1.05,-15.22,7.37,15.2,0.92,5029.31,-15.22,,03-09
200,300629,新劲刚,0.44,12.82,3.7,12.53,0.49,2202.36,12.44,,03-09
201,002857,三晖电气,0.64,3.23,3.32,21.42,0.02,3853.79,4.1,,03-08
202,603833,欧派家居,1.31,27.18,5.17,28.44,1.67,48849.0,26.78,,03-07
203,603656,泰禾光电,1.32,3.13,5.5,26.69,1.29,7512.55,3.33,,03-07
204,300630,普利制药,0.55,37.5,2.79,21.25,0.63,5070.19,38.28,,03-06
205,002774,快意电梯,0.26,-37.85,,17.06,0.29,6584.76,-34.83,,03-06
206,300628,亿联网络,4.42,64.31,7.9,74.51,4.11,24762.05,64.46,,03-02
207,300627,华测导航,0.6,15.38,2.5,27.78,0.64,5288.22,70.13,,03-02
208,300626,华瑞股份,0.3,-3.23,3.13,10.11,1.3,2256.12,-2.38,,03-01
209,603960,克来机电,0.51,8.51,3.3,16.74,0.22,3062.48,8.11,,02-28
210,603133,碳元科技,0.35,-63.54,,12.05,0.56,5449.56,-63.43,,02-28
211,002855,捷荣技术,0.46,-45.24,4.05,11.99,0.78,8237.35,-45.81,,02-28
212,603179,新泉股份,0.44,10.0,4.07,11.39,0.7,5256.9,10.7,,02-27
213,300625,三雄极光,0.86,2.38,3.37,29.81,1.67,18143.84,6.25,,02-27
214,603517,绝味食品,0.84,27.27,,28.43,0.6,30081.61,27.28,,02-27
215,002856,美芝股份,0.61,12.96,,17.19,0.12,4665.44,14.7,,02-27
216,603811,诚意药业,0.9,7.14,4.07,23.82,1.28,5770.51,7.15,,02-23
217,603903,中持股份,0.6,9.09,,12.92,-0.06,4532.71,16.48,,02-22
218,603991,至正股份,0.6,-17.81,3.74,17.54,-0.18,3366.22,11.9,,02-22
219,300623,捷捷微电,1.15,4.55,5.97,20.58,1.54,8071.58,4.52,,02-22
220,300622,博士眼镜,0.55,3.77,3.63,15.3,0.75,3529.26,4.07,,02-22
221,002853,皮阿诺,1.47,-2.0,6.7,24.7,2.76,6852.81,6.75,,02-22
222,603665,康隆达,0.83,25.76,,19.69,1.77,6261.42,26.33,,02-21
223,603630,拉芳家化,1.09,13.54,5.28,22.68,0.83,14282.77,13.31,,02-21
224,300621,维业股份,0.37,-27.45,3.83,11.74,-0.83,3645.99,-20.84,,02-21
225,603908,牧高笛,1.08,54.29,,34.66,1.49,5424.3,54.7,,02-21
226,300620,光库科技,0.48,,2.23,25.05,0.48,3051.3,24.87,,02-21
227,002852,道道全,2.44,26.42,,48.4,4.33,18294.83,26.57,,02-20
228,002851,麦格米特,0.42,50.12,4.36,10.25,0.1,5657.94,50.13,,02-14
229,603178,圣龙股份,0.46,-2.13,2.26,22.51,0.62,6869.53,3.64,,02-14
230,300618,寒锐钴业,0.32,-5.88,3.2,10.9,1.03,2838.99,-5.91,,02-14
231,300619,金银河,0.43,-10.42,2.98,15.16,-0.08,2394.07,-11.37,,02-13
232,603138,海量数据,0.59,12.64,2.11,31.59,0.75,3616.38,15.46,,02-13
233,002850,科达利,1.47,110.0,,26.81,1.21,15448.54,113.01,,02-13
234,300617,安靠智电,1.28,26.73,6.4,22.15,1.58,6377.74,26.0,,02-13
235,603768,常青股份,0.5,-13.79,3.91,13.81,0.67,7717.32,-12.61,,02-13
236,300616,尚品宅配,1.72,6.83,7.54,25.79,5.62,13953.45,7.23,,02-13
237,603388,元成股份,0.65,-7.14,4.78,14.64,0.14,4885.75,-7.18,,02-13
238,603578,三星新材,0.57,9.62,,17.87,0.6,3772.46,9.55,10派3,02-13
239,300613,富瀚微,1.12,-9.68,4.57,28.79,1.26,3735.91,-1.18,,02-06
240,603238,诺邦股份,0.82,28.13,3.62,25.62,1.03,7399.55,27.8,,01-26
241,300612,宣亚国际,0.99,518.75,2.61,47.43,0.02,5355.01,557.7,,01-25
242,300611,美力科技,0.74,8.82,5.5,14.84,0.78,4787.32,27.78,,01-25
243,300615,欣天科技,0.88,-37.59,2.94,31.4,1.22,5266.04,-37.54,,01-25
244,603345,安井食品,0.79,-1.25,5.1,16.82,2.33,12834.35,-1.49,,01-24
245,002849,威星智能,0.55,-17.91,3.59,16.45,0.38,3549.38,16.13,,01-23
246,603955,大千生态,0.92,-5.95,10.46,9.24,0.24,6028.66,-1.0,,01-23
247,603330,上海天洋,1.12,30.23,6.87,17.71,1.07,5026.6,30.17,,01-23
248,603817,海峡环保,0.25,-10.71,2.46,10.83,0.37,8537.41,-8.27,,01-23
249,300608,思特奇,0.94,-9.62,6.36,15.81,0.06,4740.2,-7.08,,01-20
250,603040,新坐标,1.03,-5.5,5.29,20.97,0.98,4614.46,-5.71,,01-19
251,300607,拓斯达,1.15,23.66,5.5,22.93,0.56,6234.21,33.46,10派1.84,01-19
252,300609,汇纳科技,0.5,16.28,2.76,19.69,0.08,3715.74,15.18,,01-18
253,603615,茶花股份,0.5,2.04,4.14,12.89,1.02,9014.36,1.93,,01-17
254,300610,晨化股份,0.62,12.73,4.53,14.85,1.06,4686.12,13.64,,01-17
255,603839,安正时尚,1.14,6.54,,23.17,1.24,24386.78,6.58,,01-16
256,603208,江山欧派,1.55,55.0,5.85,29.8,1.76,9372.76,54.42,,01-16
257,002848,高斯贝尔,0.4,60.32,,9.51,0.89,5024.42,60.3,,01-16
258,603677,奇精机械,1.29,25.24,6.4,22.09,2.7,7725.68,25.08,,01-16
259,603626,科森科技,1.25,340.71,5.28,62.28,0.64,19823.73,340.76,,01-13
260,300601,康泰生物,0.17,,1.75,10.21,0.75,6282.17,101.59,,01-12
261,300578,会畅通讯,0.62,-13.89,2.58,25.19,0.58,3338.35,-13.6,,01-12
262,300605,恒锋信息,0.56,9.93,3.08,20.0,0.82,3521.64,15.27,,01-12
263,603637,镇海股份,0.96,29.73,4.39,23.87,1.72,7390.21,30.07,,01-12
264,300606,金太阳,0.49,11.64,3.02,17.2,0.57,3246.02,11.66,,01-10
265,603177,德创环保,0.22,-66.15,2.06,11.51,0.56,3400.68,-57.59,,01-10
266,603429,集友股份,0.92,19.54,2.94,29.97,0.98,4687.12,19.55,,01-10
267,002847,盐津铺子,0.7,34.62,2.68,30.26,0.86,6544.39,35.36,,01-10
268,002846,英联股份,0.5,2.04,2.71,19.98,0.59,4514.66,2.45,,01-10
269,603881,数据港,0.46,21.05,,23.95,0.73,7214.16,22.09,,01-09
270,603360,百傲化学,0.57,-10.94,3.61,17.28,0.74,5733.86,-10.45,,01-09
271,300598,诚迈科技,0.72,41.18,3.89,20.3,0.78,4301.32,40.8,,01-09
272,300603,立昂技术,0.34,61.9,,11.86,0.4,2599.48,58.03,,01-09
273,300602,飞荣达,1.34,,5.93,25.38,1.34,10074.95,20.05,,01-09
274,300600,瑞特股份,1.42,57.78,5.54,29.51,1.13,10678.88,58.86,,01-06
275,603089,正裕工业,0.84,10.53,,20.07,1.13,6717.74,11.0,,01-06
276,002845,同兴达,0.98,-1.01,5.1,21.2,2.42,7034.34,9.56,,01-05
277,603358,华达科技,2.14,16.3,8.58,27.65,2.05,25728.44,16.29,,01-05
278,300595,欧普康视,1.74,39.1,4.95,40.04,1.57,8870.48,39.1,,01-04
279,603966,法兰泰克,0.45,-10.0,3.93,12.0,0.18,5385.71,-9.49,,01-04
280,300597,吉大通信,0.32,3.23,2.01,17.32,0.13,5774.05,5.85,,01-04
281,300599,雄塑科技,0.43,-12.24,2.63,17.34,0.69,9868.45,-10.71,,01-03
282,603638,艾迪精密,0.39,14.82,3.21,12.09,0.78,5186.01,14.82,,12-30
283,603038,华立股份,1.4,-2.1,9.07,16.66,2.6,6977.83,-2.23,,12-30
284,002843,泰嘉股份,0.39,-30.36,3.64,11.02,0.86,4098.01,-29.82,,12-29
285,603039,泛微网络,1.01,17.44,4.59,24.64,2.03,5039.6,17.01,,12-29
286,002841,视源股份,0.98,58.06,2.24,54.65,1.48,35446.35,56.92,,12-29
287,603337,杰克股份,1.1,-12.7,5.37,22.49,1.75,17005.54,-12.59,,12-29
288,300596,利安隆,0.82,64.0,4.6,19.48,0.9,7368.28,63.25,,12-28
289,300584,海辰药业,0.67,17.54,3.92,18.53,0.9,4032.9,17.87,,12-28
290,601212,白银有色,0.02,-5.26,1.79,0.95,0.22,11069.3,-8.46,,12-28
291,300592,华凯创意,0.4,-9.09,3.18,13.47,0.41,3686.87,0.79,,12-28
292,601858,中国科传,0.38,11.76,2.9,14.03,0.54,25245.16,11.99,,12-28
293,002842,翔鹭钨业,0.7,-6.67,5.55,13.45,0.96,5214.8,-7.07,,12-27
294,603579,荣泰健康,2.72,126.67,5.9,59.36,4.09,14270.24,131.74,,12-27
295,300590,移为通信,1.69,32.37,2.98,69.68,1.56,10152.17,32.37,,12-27
296,603165,荣晟环保,0.81,42.11,2.93,24.49,1.53,7719.44,42.08,,12-26
297,300589,江龙船艇,0.5,11.11,2.04,27.85,1.1,3246.14,11.07,,12-26
298,603639,海利尔,1.45,-1.36,6.14,26.19,1.43,13046.15,-1.56,,12-22
299,002824,和胜股份,0.57,18.75,4.12,14.5,0.99,5142.61,19.62,,12-22
300,603628,清源股份,0.32,45.45,2.36,14.57,0.01,6632.85,49.2,,12-21
301,603444,吉比特,3.28,-9.64,9.04,43.74,3.5,17497.77,-9.59,,12-20
302,300591,万里马,0.18,22.05,1.36,14.03,0.62,3206.88,21.99,,12-20
303,603877,太平鸟,1.28,23.08,,34.63,0.56,53590.35,22.65,,12-19
304,300583,赛托生物,2.34,13.04,5.98,48.67,1.09,18704.46,12.84,,12-19
305,002836,新宏泽,0.61,-29.07,4.23,14.96,0.88,3654.07,-29.58,,12-19
306,603037,凯众股份,1.07,8.08,6.33,18.15,1.07,6416.56,7.62,,12-19
307,603266,天龙股份,0.9,0.0,4.68,21.18,1.06,6723.65,-0.8,,12-19
308,002840,华统股份,0.56,-12.5,5.46,10.74,1.03,7518.39,-7.96,,12-16
309,300585,奥联电子,0.66,13.79,3.24,21.91,1.01,3953.67,24.01,,12-16
310,603689,皖天然气,0.46,6.98,,12.03,0.38,11588.74,7.28,,12-16
311,603228,景旺电子,1.17,30.0,,36.46,1.57,42245.34,29.76,,12-16
