id,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
679,600059,古越龙山,0.15,-6.25,,3.19,,12212.67,-8.38,10派1,04-26
680,600807,天业股份,0.15,0.0,,7.6,,13537.25,20.72,,04-26
681,300208,恒顺众昇,0.33,-28.26,,19.28,,25278.64,-25.35,,04-26
682,300550,和仁科技,0.82,-4.65,,18.88,,5207.1,0.66,,04-26
683,603999,读者传媒,0.29,-48.21,,5.21,,8425.25,-17.04,,04-26
684,002496,辉丰股份,0.12,-73.33,,5.25,,17440.01,0.87,10派0.5,04-26
685,600522,中天科技,0.61,-38.46,,14.31,,158804.83,60.78,10派1,04-26
686,002845,同兴达,1.36,38.78,,23.49,,9764.78,38.82,,04-26
687,300272,开能环保,0.27,17.8,,14.0,,9024.96,18.73,,04-26
688,603228,景旺电子,1.49,27.35,,34.39,,53745.9,27.22,,04-26
689,000519,中兵红箭,0.11,-54.28,,2.47,,13765.02,-44.62,,04-26
690,300357,我武生物,0.8,9.59,,21.02,,12920.1,9.66,,04-26
691,002293,罗莱生活,0.45,-22.05,,12.05,,31729.69,-22.63,10派2,04-26
692,300084,海默科技,0.02,-36.14,,0.53,,707.58,-32.02,,04-26
693,002678,珠江钢琴,0.16,6.67,,7.75,,15149.01,3.77,,04-26
694,300439,美康生物,0.52,0.0,,13.04,,17749.47,10.06,,04-26
695,300456,耐威科技,0.34,-46.48,,6.55,,5905.92,23.99,,04-26
696,002405,四维图新,0.15,-20.95,,5.91,,15656.91,20.29,10派0.37,04-26
697,300488,恒锋工具,1.19,-1.57,,11.75,,7463.92,9.73,,04-26
698,300180,华峰超纤,0.22,-26.67,,4.31,,10054.81,-15.46,10派0.3,04-26
699,000729,燕京啤酒,0.11,-46.89,,2.45,,31208.45,-46.9,10派0.36,04-26
700,002832,比音勒芬,1.66,7.79,,22.35,,13259.64,7.64,,04-26
701,600883,博闻科技,0.06,-80.7,,2.16,,1422.77,-80.71,10派0.2,04-26
702,002212,南洋股份,0.14,27.27,,3.8,,7027.58,24.65,10派0.18,04-26
703,000923,河北宣工,0.01,165.0,,0.5,,209.16,199.82,,04-26
704,002298,中电鑫龙,0.24,76.29,,4.7,,15579.78,134.82,10派0.4,04-26
705,300380,安硕信息,-0.14,-187.5,,-4.78,,-1949.26,-191.13,,04-26
706,002667,鞍重股份,-0.17,-440.0,,-3.11,,-2322.22,-472.82,,04-26
707,000627,天茂集团,0.44,144.44,,15.02,,177871.89,619.35,10派0.25,04-26
708,002057,中钢天源,0.17,109.48,,6.51,,3437.69,109.51,10派0.2,04-26
709,300137,先河环保,0.31,24.0,,7.36,,10531.2,21.42,,04-26
710,300477,合纵科技,0.32,-65.22,,11.13,,8779.37,0.34,10派1.5,04-26
711,300185,通裕重工,0.05,-61.54,,3.77,,16621.43,37.79,10派0.4,04-26
712,002121,科陆电子,0.23,-47.68,,11.01,,27179.54,38.53,10派0.25,04-26
713,300527,华舟应急,0.39,0.08,,14.86,,15502.6,14.08,,04-26
714,603086,先达股份,1.64,-0.61,11.69,14.48,1.33,9822.68,-0.52,,04-26
715,002201,九鼎新材,0.02,-71.43,,0.54,,479.15,-70.09,10转3,04-26
716,000863,三湘印象,0.58,427.27,,14.27,,70532.53,574.07,,04-26
717,002266,浙富控股,0.03,-25.0,,2.2,,6432.45,-9.34,10派0.1,04-26
718,002287,奇正藏药,0.71,9.83,,17.47,,28986.16,9.42,10派3.9,04-26
719,000979,中弘股份,0.03,-50.0,,1.78,,15704.85,-45.28,10派0.1转4,04-26
720,300438,鹏辉能源,0.55,-51.33,,15.64,,13878.17,58.99,,04-26
721,002067,景兴纸业,0.29,2800.0,,10.33,,31882.91,2639.6,10派0.7,04-26
722,002388,新亚制程,0.03,200.0,,1.87,,1089.05,136.15,,04-26
723,002711,欧浦智网,0.34,-30.61,,15.48,,22217.11,36.77,,04-26
724,000669,金鸿控股,0.39,-22.98,,4.92,,19053.95,-23.0,10派1,04-26
725,600444,国机通用,0.11,-50.0,,4.59,,1537.65,-49.08,,04-26
726,002779,中坚科技,0.27,-63.51,,5.88,,3545.49,-27.33,,04-26
727,300228,富瑞特装,-0.63,-1199.48,,-15.88,,-29863.25,-1923.71,,04-26
728,603069,海汽集团,0.23,-20.69,,7.44,,6283.88,-8.78,10派0.6,04-26
729,300571,平治信息,1.61,87.21,,35.17,,4842.6,87.88,,04-26
730,300292,吴通控股,0.13,-78.69,,6.8,,16796.32,0.32,,04-26
731,002549,凯美特气,0.03,-137.5,,2.43,,2109.15,-146.34,10派1转1,04-26
732,601339,百隆东方,0.4,81.82,,8.62,,60497.57,86.69,10派1.52,04-26
733,002361,神剑股份,0.2,-33.33,,9.49,,16891.43,44.58,10派0.5,04-26
734,300136,信维通信,0.56,41.9,,32.03,,53156.87,140.13,10派0.5,04-26
735,300460,惠伦晶体,0.17,-37.04,,4.35,,2874.79,-30.51,,04-26
736,002088,鲁阳节能,0.45,80.0,,6.37,,10466.82,81.89,10派1转5,04-26
737,300168,万达信息,0.23,1.03,,11.3,,23827.32,3.23,10派0.3,04-26
738,300509,新美星,0.81,-2.41,,12.26,,5959.16,20.37,,04-26
739,300201,海伦哲,0.09,22.42,,8.33,,8838.28,245.68,10派0.15,04-26
740,300526,中潜股份,0.49,-25.76,,9.77,,3567.26,-15.56,,04-26
741,300281,金明精机,0.13,8.33,,4.49,,3266.74,11.48,,04-26
742,300297,蓝盾股份,0.3,130.77,,12.41,,32289.49,170.31,,04-26
743,002248,*ST东数,-0.76,10.03,,-30.79,,-23299.27,10.03,,04-26
744,002671,龙泉股份,0.07,16.67,,1.62,,3002.35,16.75,,04-26
745,300109,新开源,0.47,9.3,,6.7,,8003.98,40.46,10派1,04-26
746,300432,富临精工,0.64,10.87,,23.73,,22882.91,31.73,,04-26
747,300465,高伟达,0.05,-84.57,,3.06,,2310.96,-43.95,,04-26
748,002093,国脉科技,0.09,84.33,,5.61,,7734.54,84.18,10派0.1,04-26
749,603881,数据港,0.5,8.7,,20.78,,7822.88,8.44,,04-26
750,600057,象屿股份,0.36,28.57,,6.79,,42644.19,47.63,10派1,04-26
751,600461,洪城水业,0.3,-47.37,,8.28,,23237.47,22.6,10派1.8,04-26
752,300582,英飞特,0.68,-27.66,,16.06,,6688.02,-28.17,,04-26
753,002842,翔鹭钨业,0.76,8.57,,13.06,,5711.19,9.52,,04-26
754,300599,雄塑科技,0.44,2.33,,15.7,,10012.41,1.46,,04-26
755,600165,新日恒力,-0.28,-517.91,,-21.89,,-19202.07,-516.63,,04-26
756,000403,ST生化,0.2,-29.39,,10.22,,5389.59,-30.51,,04-26
757,002270,华明装备,0.47,-34.72,,13.39,,23704.88,16.6,,04-26
758,300028,金亚科技,-0.06,-265.41,,-6.05,,-2109.83,-264.73,,04-26
759,300384,三联虹普,0.55,-28.99,,10.07,,8172.75,-28.98,,04-26
760,600317,营口港,0.08,-1.81,,4.83,,49157.56,-1.71,10派0.23,04-26
761,000617,中油资本,0.76,-392.31,,10.72,,553542.19,-7366.13,,04-26
762,300437,清水源,0.23,-64.12,,6.73,,4523.68,15.63,,04-26
763,603708,家家悦,0.93,1.09,,23.16,,25124.82,1.61,,04-26
764,601718,际华集团,0.32,6.67,,9.16,,122275.64,6.08,10派0.48,04-26
765,000668,荣丰控股,-0.28,-264.71,,-6.53,,-4093.56,-260.58,,04-26
766,300486,东杰智能,-0.35,-216.67,,-7.47,,-4904.94,-235.02,,04-26
767,300178,腾邦国际,0.33,21.46,,12.12,,17828.9,22.52,10派0.33,04-26
768,300195,长荣股份,0.4,-31.03,,5.64,,13564.82,-17.67,10派1.5,04-26
769,603032,德新交运,0.51,18.6,,21.53,,5076.03,18.0,,04-26
770,002194,武汉凡谷,-0.3,-330.77,,-8.31,,-16526.29,-320.25,,04-26
771,000156,华数传媒,0.42,5.0,,6.33,,60219.71,12.87,10派1.4,04-26
772,300355,蒙草生态,0.35,-2.78,,14.15,,33931.3,113.13,,04-26
773,000554,泰山石油,0.01,15.38,,0.47,,432.75,15.73,,04-26
774,600674,川投能源,0.8,-9.21,,18.16,,351649.4,-9.2,10派3,04-26
775,300405,科隆股份,0.2,-147.71,,2.34,,1573.25,-154.83,,04-26
776,002392,北京利尔,0.12,-418.09,,5.04,,14750.69,-418.33,10派0.2,04-26
777,300183,东软载波,0.79,27.87,,14.62,,35647.28,29.16,10派2.5,04-26
778,603001,奥康国际,0.76,-21.79,,7.46,,30520.47,-21.79,,04-26
779,002488,金固股份,-0.27,-400.0,,-9.21,,-13816.43,-394.27,,04-26
780,603729,龙韵股份,0.52,-20.0,,3.87,,3487.13,-14.24,,04-26
781,002719,麦趣尔,0.26,-60.32,,2.49,,2811.24,-60.54,,04-26
782,002091,江苏国泰,0.75,11.94,,19.17,,54073.86,125.28,10派2转3,04-26
783,002412,汉森制药,0.29,-13.37,,6.74,,8493.92,-13.4,10派5,04-26
784,600385,山东金泰,0.02,-50.0,,3.19,,233.3,-58.8,,04-26
785,300171,东富龙,0.37,-40.32,,8.12,,23451.15,-39.35,10派1,04-26
786,300220,金运激光,0.05,-145.25,,2.4,,673.4,-145.29,,04-26
787,000815,美利云,0.01,-97.87,,0.27,,353.05,-97.62,,04-26
788,300597,吉大通信,0.31,-3.13,,14.12,,5498.42,-4.77,,04-26
789,300316,晶盛机电,0.23,91.67,,9.7,,20374.86,94.76,,04-26
790,300010,立思辰,0.35,80.26,,7.12,,28031.2,115.38,10派0.299787,04-26
791,600217,中再资环,0.11,-35.62,,15.73,,14955.57,-14.61,,04-26
792,002605,姚记扑克,0.26,1.53,,8.52,,9746.41,2.55,,04-26
793,000976,春晖股份,0.02,-33.33,,1.63,,3085.38,98.63,,04-26
794,000571,新大洲A,0.04,-42.12,,1.49,,3284.92,-42.16,10派0.3,04-26
795,603703,盛洋科技,0.12,-71.43,,5.24,,2730.29,-22.02,,04-26
796,002064,华峰氨纶,-0.18,-220.0,,-9.53,,-30380.88,-219.55,,04-26
797,002707,众信旅游,0.26,-44.8,,13.1,,21486.49,15.08,,04-26
798,300468,四方精创,0.74,29.82,,9.37,,7563.28,49.36,,04-26
799,600390,五矿资本,3.45,-487.21,,10.52,,155705.79,-520.39,,04-26
800,600466,蓝光发展,0.41,3.64,,9.86,,89577.36,11.28,10派1,04-26
801,002160,常铝股份,0.23,13.0,,5.43,,15666.78,32.3,10派1,04-26
802,600112,*ST天成,-0.19,-43.97,,-8.92,,-9895.96,-43.96,,04-26
803,300585,奥联电子,0.85,28.79,,23.41,,5110.12,29.25,,04-26
804,300289,利德曼,0.17,-57.5,,5.73,,6964.86,-55.7,,04-26
805,000539,粤电力A,0.18,-70.97,,3.99,,93653.49,-71.07,10派0.8,04-26
806,002679,福建金森,0.18,-33.33,,3.5,,2556.53,-31.0,,04-26
807,000650,仁和药业,0.3,-6.25,,14.56,,37238.03,-4.84,10派1,04-26
808,603777,来伊份,0.69,-5.48,,11.71,,13411.47,1.92,,04-26
809,300489,中飞股份,0.35,-52.83,,7.05,,3133.76,7.83,,04-26
810,600778,友好集团,-1.28,-2713.44,,-28.58,,-39971.89,-2712.84,,04-26
811,300506,名家汇,0.36,-34.55,,20.53,,10054.16,102.27,,04-26
812,300230,永利股份,0.68,36.04,,9.32,,15355.43,63.49,,04-26
813,300262,巴安水务,0.36,74.18,,13.53,,14090.61,82.75,,04-26
814,000415,渤海金控,0.37,0.0,,7.79,,227680.2,74.54,10派0.5,04-26
815,300326,凯利泰,0.23,-33.25,,10.35,,15884.09,31.66,,04-26
816,000950,*ST建峰,-1.11,81.97,,-48.44,,-66446.5,80.94,,04-26
817,002026,山东威达,0.26,13.04,,5.25,,10397.6,29.92,10派0.6,04-25
818,300154,瑞凌股份,0.16,-11.11,,4.77,,7325.3,-10.05,10派1.5,04-25
819,601890,亚星锚链,0.06,-69.57,,1.84,,5393.51,-69.56,,04-25
820,300478,杭州高新,0.53,-24.29,,7.04,,3531.49,-14.11,,04-25
821,002735,王子新材,0.46,39.39,,7.85,,3711.15,40.76,,04-25
822,601966,玲珑轮胎,0.92,35.29,,16.34,,101021.94,49.09,10派1.66,04-25
823,002443,金洲管道,0.12,-33.33,,3.17,,6282.04,-34.13,10派0.4,04-25
824,300315,掌趣科技,0.18,-5.26,,6.35,,50858.58,8.12,,04-25
825,000930,中粮生化,0.13,-108.96,,8.48,,12707.87,-108.96,,04-25
826,002267,陕天然气,0.46,-13.26,,10.0,,50853.57,-13.26,10派1.5,04-25
827,300418,昆仑万维,0.47,27.03,,18.31,,53149.71,31.14,,04-25
828,600704,物产中大,0.67,11.67,,12.32,,215432.36,55.6,10派5转5,04-25
829,000633,合金投资,0.07,-162.59,,15.63,,2640.71,-162.54,,04-25
830,002384,东山精密,0.17,325.0,,5.32,,14421.07,354.73,,04-25
831,300483,沃施股份,0.24,-44.19,,3.74,,1476.46,-36.34,,04-25
832,002111,威海广泰,0.46,-8.0,,7.54,,16853.96,1.04,10派1.5,04-25
833,002432,九安医疗,0.04,-109.76,,1.35,,1449.79,-109.62,,04-25
834,002792,通宇通讯,0.96,-53.62,,13.02,,20906.07,-15.84,,04-25
835,600094,大名城,0.39,73.74,,12.7,,84025.03,83.77,10派0.5,04-25
836,002175,东方网络,0.08,-64.23,,4.69,,6117.07,14.63,,04-25
837,002512,达华智能,0.15,-0.07,,5.85,,15911.14,23.55,,04-25
838,300601,康泰生物,0.23,35.29,,12.49,,8621.35,37.24,10派0.6,04-25
839,600202,哈空调,-0.47,-1398.35,,-23.46,,-18117.93,-1398.89,,04-25
840,002309,中利集团,0.12,-83.56,,1.48,,7425.16,-82.12,10派1,04-25
841,002646,青青稞酒,0.48,-6.45,,8.98,,21612.39,-6.44,,04-25
842,002341,新纶科技,0.13,-147.04,,2.14,,5014.69,-147.04,10派0.11,04-25
843,300100,双林股份,0.82,32.26,,14.35,,32675.31,34.27,,04-25
844,600491,龙元建设,0.28,27.27,,6.99,,34842.37,69.96,10派0.35,04-25
845,002816,和科达,0.38,-27.85,,8.59,,3022.01,-23.5,,04-25
846,002196,方正电机,0.46,39.39,,5.17,,11829.02,100.37,10派0.5转7,04-25
847,300589,江龙船艇,0.57,14.0,,24.34,,3684.32,13.5,,04-25
848,300293,蓝英装备,0.06,49.25,,2.32,,1543.18,42.1,,04-25
849,002550,千红制药,0.18,-57.14,,9.63,,22446.15,-15.98,10派0.8,04-25
850,600601,方正科技,0.03,-40.32,,1.78,,6552.86,-40.42,10派0.1,04-25
851,000968,蓝焰控股,0.82,-126.9,,15.32,,38445.72,-124.55,,04-25
852,002614,奥佳华,0.46,39.39,,10.36,,25103.05,39.03,,04-25
853,601226,华电重工,-0.08,-135.27,,-2.55,,-9189.6,-135.25,,04-25
854,300461,田中精机,0.2,-45.95,,4.49,,1336.42,-39.29,,04-25
855,002394,联发股份,1.22,34.07,,14.19,,39402.02,33.8,10派3,04-25
856,002838,道恩股份,1.26,32.63,,18.39,,7932.1,32.44,,04-25
857,300266,兴源环境,0.37,48.0,,8.28,,18578.17,82.38,,04-25
858,002522,浙江众成,0.12,50.0,,7.41,,10339.52,52.56,,04-25
859,002217,合力泰,0.61,221.05,,14.64,,87379.46,300.63,10派0.84转10,04-25
860,600589,广东榕泰,0.14,300.0,,3.53,,10086.82,385.41,10派0.5,04-25
861,603355,莱克电气,1.25,31.58,,18.13,,50144.39,37.83,,04-25
862,600606,绿地控股,0.59,1.72,,13.01,,720729.92,4.66,10派2.5,04-25
863,601011,宝泰隆,0.07,0.0,,2.17,,9334.0,2.37,,04-25
864,300040,九洲电气,0.39,457.14,,7.62,,13051.44,549.36,10派1,04-25
865,002078,太阳纸业,0.42,55.56,,14.12,,105676.18,58.52,10派0.5,04-25
866,300191,潜能恒信,0.04,-126.67,,0.97,,1136.35,-123.82,,04-25
867,600806,*ST昆机,-0.39,5.41,,-35.89,,-20929.56,6.57,,04-25
868,000778,新兴铸管,0.12,-26.61,,2.56,,44022.21,-26.58,10派0.3,04-25
869,300566,激智科技,0.97,1.04,,19.67,,5925.26,3.37,,04-25
870,300583,赛托生物,1.26,-46.15,,19.12,,10117.67,-45.91,,04-25
871,600521,华海药业,0.49,-12.5,,12.71,,50083.14,13.19,10派1.8,04-25
872,600201,生物股份,1.11,30.59,,24.92,,64454.17,34.36,10派5,04-25
873,002576,通达动力,0.03,-47.64,,0.57,,484.47,-48.78,,04-25
874,300029,天龙光电,-0.29,-84.09,,-26.58,,-5701.03,-84.1,,04-25
875,000961,中南建设,0.12,-61.3,,3.22,,40772.13,16.05,10派0.15,04-25
876,300351,永贵电器,0.45,32.2,,8.99,,16138.0,40.6,,04-25
877,300390,天华超净,0.05,-87.5,,2.01,,1606.79,-65.86,,04-25
878,600758,红阳能源,0.13,-130.23,,3.42,,17361.57,-137.31,10派0.4,04-25
879,002147,新光圆成,1.22,9284.62,,30.05,,152965.62,44890.0,,04-25
880,002500,山西证券,0.17,-70.18,,3.78,,46768.56,-67.5,10派0.9,04-25
881,002831,裕同科技,2.43,32.91,,35.48,,87481.6,32.91,,04-25
882,300260,新莱应材,0.12,485.58,,1.87,,1219.02,484.49,,04-25
883,300002,神州泰岳,0.26,44.59,,10.18,,50733.17,44.4,10派0.26,04-25
884,002008,大族激光,0.71,0.0,,15.05,,75426.21,0.98,10派2,04-25
885,601666,平煤股份,0.32,-135.24,,7.68,,75325.5,-135.24,,04-25
886,601798,蓝科高新,-0.39,-407.14,,-7.26,,-13737.96,-407.43,,04-25
887,300152,科融环境,-0.18,-550.0,,-9.32,,-13184.07,-608.57,,04-25
888,002104,恒宝股份,0.21,-61.32,,9.17,,14640.53,-60.53,,04-25
889,002785,万里石,0.12,-14.29,,3.61,,2308.53,9.51,,04-25
890,600497,驰宏锌锗,-0.41,-1484.18,,-19.15,,-165290.96,-3437.48,,04-25
891,300249,依米康,0.13,57.75,,6.24,,4442.85,203.16,,04-25
892,002837,英维克,1.2,6.19,,28.56,,7180.56,5.9,,04-25
893,603269,海鸥股份,0.55,10.0,6.23,9.17,0.78,3757.21,9.95,,04-25
894,300007,汉威科技,0.31,14.81,,7.24,,9062.95,15.24,10派0.35,04-25
895,002602,世纪华通,0.49,22.5,,11.96,,50345.57,23.44,,04-25
896,601101,昊华能源,-0.01,-120.0,,-0.13,,-835.49,-114.5,,04-25
897,300367,东方网力,0.42,-50.11,,15.08,,33471.07,34.69,10派0.4,04-25
898,300061,康旗股份,0.4,90.48,,15.24,,10852.47,111.91,10派0.199855,04-25
899,002722,金轮股份,0.73,58.7,,8.26,,12481.67,102.65,,04-25
900,300160,秀强股份,0.2,-38.2,,10.17,,11954.7,97.76,,04-25
901,000725,京东方A,0.05,17.39,,2.4,,188257.17,15.05,10派0.3,04-25
902,002776,柏堡龙,0.55,-58.33,,9.85,,11837.22,-2.44,,04-25
903,002144,宏达高科,0.57,-19.72,,5.94,,10081.22,-19.22,10派1,04-25
904,300551,古鳌科技,0.65,-28.97,,11.68,,3801.49,-25.02,,04-25
905,000020,深华发A,0.02,-181.09,,1.72,,545.77,-181.08,,04-25
906,002278,神开股份,-0.3,-1100.0,,-9.75,,-10917.09,-1081.84,,04-25
907,601098,中南传媒,1.0,6.38,,14.98,,180471.29,6.47,,04-25
908,300133,华策影视,0.27,-43.75,,7.79,,47847.06,0.63,,04-25
909,300165,天瑞仪器,0.12,-40.0,,3.7,,5574.4,22.68,,04-25
910,002101,广东鸿图,0.69,2.99,,8.8,,16608.65,29.06,10派1,04-25
911,002117,东港股份,0.6,1.69,,15.11,,21914.37,1.35,10派3,04-25
912,600448,华纺股份,0.02,-33.33,,1.22,,1028.0,-17.96,,04-25
913,002470,金正大,0.32,-54.93,,12.03,,101694.68,-8.55,,04-25
914,600475,华光股份,0.42,-3.22,,7.22,,10789.09,-3.2,,04-25
915,600850,华东电脑,0.66,-30.9,,15.78,,27503.87,-10.18,10派2,04-25
916,600529,山东药玻,0.74,32.14,,8.26,,18960.49,30.4,10派2,04-25
917,300607,拓斯达,1.43,24.35,,24.15,,7757.41,24.43,,04-25
918,300315,掌趣科技,0.18,-5.26,,6.35,,50858.58,8.12,,04-25
919,000930,中粮生化,0.13,-108.96,,8.48,,12707.87,-108.96,,04-25
920,002267,陕天然气,0.46,-13.26,,10.0,,50853.57,-13.26,10派1.5,04-25
921,002026,山东威达,0.26,13.04,,5.25,,10397.6,29.92,10派0.6,04-25
922,300154,瑞凌股份,0.16,-11.11,,4.77,,7325.3,-10.05,,04-25
923,601890,亚星锚链,0.06,-69.57,,1.84,,5393.51,-69.56,,04-25
924,300478,杭州高新,0.53,-24.29,,7.04,,3531.49,-14.11,,04-25
925,002735,王子新材,0.46,39.39,,7.85,,3711.15,40.76,,04-25
926,601966,玲珑轮胎,0.92,35.29,,16.34,,101021.94,49.09,,04-25
927,002443,金洲管道,0.12,-33.33,,3.17,,6282.04,-34.13,10派0.4,04-25
928,600202,哈空调,-0.47,-1398.35,,-23.46,,-18117.93,-1398.89,,04-25
929,300418,昆仑万维,0.47,27.03,,18.31,,53149.71,31.14,,04-25
930,600704,物产中大,0.67,11.67,,12.32,,215432.36,55.6,10派5转5,04-25
931,000633,合金投资,0.07,-162.59,,15.63,,2640.71,-162.54,,04-25
932,002384,东山精密,0.17,325.0,,5.32,,14421.07,354.73,,04-25
933,300483,沃施股份,0.24,-44.19,,3.74,,1476.46,-36.34,,04-25
934,002111,威海广泰,0.46,-8.0,,7.54,,16853.96,1.04,10派1.5,04-25
935,002432,九安医疗,0.04,-109.76,,1.35,,1449.79,-109.62,,04-25
936,002792,通宇通讯,0.96,-53.62,,13.02,,20906.07,-15.84,,04-25
937,600094,大名城,0.39,73.74,,12.7,,84025.03,83.77,10派0.5,04-25
938,002175,东方网络,0.08,-64.23,,4.69,,6117.07,14.63,,04-25
939,002512,达华智能,0.15,-0.07,,5.85,,15911.14,23.55,,04-25
940,300601,康泰生物,0.23,35.29,,12.49,,8621.35,37.24,10派0.6,04-25
941,600601,方正科技,0.03,-40.32,,1.78,,6552.86,-40.42,10派0.1,04-25
942,000968,蓝焰控股,0.82,-126.9,,15.32,,38445.72,-124.55,,04-25
943,002614,奥佳华,0.46,39.39,,10.36,,25103.05,39.03,,04-25
944,002309,中利集团,0.12,-83.56,,1.48,,7425.16,-82.12,10派1,04-25
945,002646,青青稞酒,0.48,-6.45,,8.98,,21612.39,-6.44,,04-25
946,002341,新纶科技,0.13,-147.04,,2.14,,5014.69,-147.04,,04-25
947,300100,双林股份,0.82,32.26,,14.35,,32675.31,34.27,,04-25
948,600491,龙元建设,0.28,27.27,,6.99,,34842.37,69.96,10派0.35,04-25
949,002816,和科达,0.38,-27.85,,8.59,,3022.01,-23.5,,04-25
950,002196,方正电机,0.46,39.39,,5.17,,11829.02,100.37,10派0.5转7,04-25
951,300589,江龙船艇,0.57,14.0,,24.34,,3684.32,13.5,,04-25
952,300293,蓝英装备,0.06,49.25,,2.32,,1543.18,42.1,,04-25
953,002550,千红制药,0.18,-57.14,,9.63,,22446.15,-15.98,10派0.8,04-25
954,600589,广东榕泰,0.14,300.0,,3.53,,10086.82,385.41,10派0.5,04-25
955,603355,莱克电气,1.25,31.58,,18.13,,50144.39,37.83,,04-25
956,600606,绿地控股,0.59,1.72,,13.01,,720729.92,4.66,10派2.5,04-25
957,601011,宝泰隆,0.07,0.0,,2.17,,9334.0,2.37,,04-25
958,300040,九洲电气,0.39,457.14,,7.62,,13051.44,549.36,10派1,04-25
959,601226,华电重工,-0.08,-135.27,,-2.55,,-9189.6,-135.25,,04-25
960,601558,*ST锐电,-0.51,-31.08,,-113.68,,-309934.5,-30.39,,04-25
961,002054,德美化工,0.35,-52.05,,7.67,,14832.93,-51.51,10派1.2,04-25
962,002766,索菱股份,0.42,2.44,,7.66,,7654.18,17.28,,04-25
963,000732,泰禾集团,1.37,11.18,,11.96,,170732.24,28.84,10派1,04-25
964,000809,*ST新城,-0.29,31.82,,-7.7,,-24047.05,34.09,,04-25
965,600851,海欣股份,0.07,-42.87,,2.06,,8996.53,-42.85,10派0.23,04-25
966,603167,渤海轮渡,0.46,30.21,,7.68,,22244.24,30.22,,04-25
967,000046,泛海控股,0.6,36.36,,18.17,,310910.49,53.9,10派1.5,04-25
968,002870,香山股份,1.25,31.58,4.19,30.88,0.96,10412.58,31.95,,04-25
969,300075,数字政通,0.34,6.25,,9.52,,13136.49,8.27,,04-25
970,600290,华仪电气,-0.06,-154.55,,-1.17,,-4842.16,-180.53,,04-25
971,601595,上海电影,0.75,8.7,,19.62,,23627.75,22.57,,04-25
972,300155,安居宝,0.03,-50.0,,1.55,,1760.03,-49.95,,04-25
973,300236,上海新阳,0.28,0.0,,4.74,,5439.94,28.52,,04-25
974,002171,楚江新材,0.42,133.89,,10.69,,18740.15,166.01,10派2,04-25
975,600143,金发科技,0.29,2.86,,8.62,,73728.82,3.59,10派1,04-25
976,000056,皇庭国际,0.1,11.11,,2.24,,11347.58,195.93,,04-25
977,300042,朗科科技,0.33,82.95,,5.17,,4443.88,82.97,,04-25
978,603758,秦安股份,0.57,-13.64,4.37,14.07,0.88,21754.39,-11.88,,04-25
979,300160,秀强股份,0.2,-38.2,,10.17,,11954.7,97.76,,04-25
980,000725,京东方A,0.05,17.39,,2.4,,188257.17,15.05,10派0.3,04-25
981,002776,柏堡龙,0.55,-58.33,,9.85,,11837.22,-2.44,,04-25
982,002144,宏达高科,0.57,-19.72,,5.94,,10081.22,-19.22,10派1,04-25
983,300551,古鳌科技,0.65,-28.97,,11.68,,3801.49,-25.02,,04-25
984,000020,深华发A,0.02,-181.09,,1.72,,545.77,-181.08,,04-25
985,300337,银邦股份,0.01,-103.92,,0.48,,730.66,-103.91,,04-25
986,300133,华策影视,0.27,-43.75,,7.79,,47847.06,0.63,,04-25
987,300165,天瑞仪器,0.12,-40.0,,3.7,,5574.4,22.68,,04-25
988,002101,广东鸿图,0.69,2.99,,8.8,,16608.65,29.06,10派1,04-25
989,002117,东港股份,0.6,1.69,,15.11,,21914.37,1.35,10派3,04-25
990,600448,华纺股份,0.02,-33.33,,1.22,,1028.0,-17.96,,04-25
991,002470,金正大,0.32,-54.93,,12.03,,101694.68,-8.55,,04-25
992,600475,华光股份,0.42,-3.22,,7.22,,10789.09,-3.2,,04-25
993,600850,华东电脑,0.66,-30.9,,15.78,,27503.87,-10.18,10派2,04-25
994,600529,山东药玻,0.74,32.14,,8.26,,18960.49,30.4,10派2,04-25
995,300607,拓斯达,1.43,24.35,,24.15,,7757.41,24.43,,04-25
996,002278,神开股份,-0.3,-1100.0,,-9.75,,-10917.09,-1081.84,,04-25
997,601098,中南传媒,1.0,6.38,,14.98,,180471.29,6.47,,04-25
998,600573,惠泉啤酒,0.01,-88.89,,0.15,,167.95,-92.7,10派0.085,04-24
999,000912,泸天化,-1.09,-3593.59,,-148.13,,-63720.06,-3587.42,,04-24
1000,601198,东兴证券,0.53,-37.56,,9.15,,135292.93,-33.81,10派1.5,04-24
1001,000019,深深宝A,0.21,-282.66,,9.82,,9662.07,-374.05,10派0.5送1,04-24
1002,000061,农产品,0.05,330.58,,1.83,,8845.95,330.35,10派0.5,04-24
1003,002571,*ST德力,-0.16,-2.19,,-4.1,,-6130.99,-2.2,,04-24
1004,002791,坚朗五金,1.25,0.81,,11.79,,25317.91,20.13,,04-24
1005,603366,日出东方,0.3,-10.35,,6.54,,24381.51,-9.52,,04-24
1006,601877,正泰电器,1.31,-1.5,,20.62,,218476.35,25.32,,04-24
1007,300173,智慧松德,0.13,0.0,,4.61,,7439.99,1.09,,04-24
1008,002808,苏州恒久,0.41,-12.58,,10.93,,4104.72,-2.75,,04-24
1009,603360,百傲化学,0.98,71.93,,23.98,,9827.34,71.39,10派10,04-24
1010,603421,鼎信通讯,0.78,13.04,,22.8,,31091.17,14.96,,04-24
